Description	Code
14 write a function to perform insertion sort on an arary	"

def sort_insertion(arr):
<TAB>for i in range(1, len(arr)):
        tmp = arr[i]

        j = i
        while (j > 0) & (tmp < arr[j - 1]):
            arr[j] = arr[j - 1]
            j = j - 1
        arr[j] = tmp
<TAB>return arr
"
write a program that adds corresponding elements in two lists and prints a new list	"list1 = [1, 2, 3, 4, 5]
list2 = [5, 4, 3, 2, 1]
sum_list = [a + b for (a, b) in zip(list1, list2)]
print(sum_list)
"
Write a python program to Convert a list of characters into a string and print it : Example : # Input ['a', 'b', 'c', 'd']# Output abcd	"

s = ['a', 'b', 'c', 'd']
x = """".join(s)
print(x)
"
write a python program to print the minimum integer in a list of integers	"lst = [23, 10, 55, 43]
lst.sort()
min = lst[0]
"
43 write a python program to filter dictionaries with ordered values	"

test_list = [{'gfg': 2, 'is': 8, 'good': 10},
             {'gfg': 1, 'for': 10, 'geeks': 9},
             {'love': 3, 'gfg': 4}]

res = [sub for sub in test_list if sorted(
<TAB>list(sub.values())) == list(sub.values())]

print(""The filtered Dictionaries : "" + str(res))
"
write a python function to calculate the least common multiple (LCM) of two user provided positive integers.	"

def lcm(num1, num2):
<TAB>if num1 > num2:
        z = num1
<TAB>else:
        z = num2
<TAB>while(True):
        if((z % num1 == 0) and (z % num2 == 0)):
            lcm = z
            break
        z += 1
<TAB>return lcm
"
41 write a python function that takes in a string and returns it in uppercase	"

def to_upper(s):
<TAB>return s.upper()
"
Please write a program to print Python built-in functions document of abs()	"print(abs.__doc__)
"
31. Python Program to find Diameter, Circumference, and Area Of a Circle	"import math


def find_Diameter(radius):
<TAB>return 2 * radius


def find_Circumference(radius):
<TAB>return 2 * math.pi * radius


def find_Area(radius):
<TAB>return math.pi * radius * radius


r = float(input(' Please Enter the radius of a circle: '))


diameter = find_Diameter(r)
circumference = find_Circumference(r)
area = find_Area(r)


print(""\n Diameter Of a Circle = %.2f"" % diameter)
print("" Circumference Of a Circle = %.2f"" % circumference)
print("" Area Of a Circle = %.2f"" % area)
"
python program to detect number of local variables defined in a program	"def abc():
<TAB>x = 1
<TAB>y = 2
<TAB>str1 = ""w3resource""
<TAB>print(""Python Exercises"")


print(abc.__code__.co_nlocals)
"
"write Python3 code to demonstrate working of Add list elements to tuples list Using list comprehension + ""+"" operator"	"test_list = [(5, 6), (2, 4), (5, 7), (2, 5)]
print(""The original list is : "" + str(test_list))
sub_list = [7, 2, 4, 6]
res = [sub + tuple(sub_list) for sub in test_list]
print(""The modified list : "" + str(res))
"
write a program to find cosine of a number	"import math


num = 45
print(""Cosine"", math.cos(num))
"
write a program to multiply two Matrix	"X = [[12, 7, 3],
     [4, 5, 6],
     [7, 8, 9]]
Y = [[5, 8, 1, 2],
     [6, 7, 3, 0],
     [4, 5, 9, 1]]
result = [[0, 0, 0, 0],
          [0, 0, 0, 0],
          [0, 0, 0, 0]]


for i in range(len(X)):
<TAB>for j in range(len(Y[0])):
        for k in range(len(Y)):
            result[i][j] += X[i][k] * Y[k][j]
print(f""Final Result is{result}"")
"
write a program to multiply two Matrix	"
X = [[12, 7, 3],
     [4, 5, 6],
     [7, 8, 9]]
Y = [[5, 8, 1, 2],
     [6, 7, 3, 0],
     [4, 5, 9, 1]]
result = [[0, 0, 0, 0],
          [0, 0, 0, 0],
          [0, 0, 0, 0]]


for i in range(len(X)):
<TAB>for j in range(len(Y[0])):
        for k in range(len(Y)):
            result[i][j] += X[i][k] * Y[k][j]
print(f""Final Result is{result}"")
"
write a python program to print reverse list	"

print(f'reverse the given list elements:{list1[::-1]}')
"
write a python function to call a function repeatedly until an exception is raised.	"def iter_except(func, exception, first=None):
<TAB>
<TAB>try:
        if first is not None:
            yield first()            
        while True:
            yield func()
<TAB>except exception:
        pass
"
write a python function to return the number of lines in a file	"def count_lines(filename):
<TAB>with open(filename, 'r') as f:
        contents = f.read().split('\n')
        return len(contents)
"
Please write a function using generator to print the even numbers between 0 and n in comma separated form while n is input by console.	"def EvenGenerator(n):
<TAB>i = 0
<TAB>while i <= n:
        if i % 2 == 0:
            yield i
        i += 1
"
Write a program which will achieve given a Python list, remove all occurrence of an input from the list	"list1 = [5, 20, 15, 20, 25, 50, 20]


def removeValue(sampleList, val):
<TAB>return [value for value in sampleList if value != val]


resList = removeValue(list1, 20)
print(resList)
"
Write a Python Program to Check if a Number is a Strong Number	"

def strong_no_check(num):
<TAB>sum1 = 0
<TAB>temp = num
<TAB>while(num):
        i = 1
        f = 1
        r = num % 10
        while(i <= r):
            f = f * i
            i = i + 1
        sum1 = sum1 + f
        num = num // 10
<TAB>if(sum1 == temp):
        return True
<TAB>else:
        return False
"
write a python function that converts a user provided string to snake case	"

from re import sub


def snake(s):
<TAB>return '_'.join(
        sub('([A-Z][a-z]+)', r' \1',
            sub('([A-Z]+)', r' \1',
                s.replace('-', ' '))).split()).lower()
"
write Python3 code to demonstrate to create a substring from a string	"

ini_string = 'xbzefdgstb'


print(""initial_strings : "", ini_string)


sstring_strt = ini_string[:2]
sstring_end = ini_string[3:]


print(""print resultant substring from start"", sstring_strt)
print(""print resultant substring from end"", sstring_end)
"
write a python function for Caesar Cipher, with given shift value and return the modified text	"def caesar_cipher(text, shift=1):
<TAB>alphabet = string.ascii_lowercase
<TAB>shifted_alphabet = alphabet[shift:] + alphabet[:shift]
<TAB>table = str.maketrans(alphabet, shifted_alphabet)
<TAB>return text.translate(table)
"
write a program to remove spaces at the beginning and at the end of the string	"txt = ""     banana     ""
x = txt.strip()
print(""of all fruits"", x, ""is my favorite"")
"
32 print current version of python	"import sys
print(sys.version)
"
write a python program to print two sets symmetric differences using operations like in mathematic	"

E = {0, 2, 4, 6, 8}
N = {1, 2, 3, 4, 5}
print(""Symmetric difference of E and N is"", E ^ N)
"
Write a function that will convert a string into camelCase	"

from re import sub


def camelCase(string):
<TAB>string = sub(r""(_|-)+"", "" "", string).title().replace("" "", """")
<TAB>return string[0].lower() + string[1:]
"
write a program which accepts basic mathematic expression from console and print the evaluation result.	"expression = raw_input()
print(eval(expression))
"
write a python program to calculate factorial sum using list comprehensive	"import functools
n = 5
print(functools.reduce(lambda x, y: x * y, range(1, n + 1)))
"
Check if the key exists or not in JSON	"import json


studentJson = """"""{
   ""id"": 1,
   ""name"": ""Piyush Jain"",
   ""class"": null,
   ""percentage"": 35,
   ""email"": ""piyushjain220@gmail.com""
}""""""


print(""Checking if percentage key exists in JSON"")
student = json.loads(studentJson)
if ""percentage"" in student:
<TAB>print(""Key exist in JSON data"")
<TAB>print(student[""name""], ""marks is: "", student[""percentage""])
else:
<TAB>print(""Key doesn't exist in JSON data"")
"
Write a function to calculate the compound interest for principal p, rate r and time in years y	"def get_ci(p: float, r: float, t: float, n: float) -> float:
<TAB>return round(p * ((1 + (r / (n * 100)))**(n * t)) - p, 2)
"
92 write a program to print the version information	"

import sys


print(""Python version: "", sys.version)
print(""Python version info: "", sys.version_info)
"
write a program to find absoluute number of a given number	"import math


number = 34.564
fa = math.fabs(number)
print('Fabs', fa)
"
2 write a program to find sum of elements in list	"list1 = [11, 5, 17, 18, 23]
total = sum(list1)
print(""Sum of all elements in given list: "", total)
"
Write a function to identify to count no of instances of a value  inside a dictionary	"def count_value(d: dict, value) -> bool:
<TAB>return list(v == value for v in dict.values()).count(True)
"
45. Python Program to Check Whether a String is Palindrome or Not	"

my_str = 'aIbohPhoBiA'
my_str = my_str.casefold()
rev_str = reversed(my_str)

if list(my_str) == list(rev_str):
<TAB>print(""The string is a palindrome."")
else:
<TAB>print(""The string is not a palindrome."")
"
33 function insert at the begining of dictionary	"def dict_in_at_begin(orgin: dict, new_: dict):
<TAB>final = {**new_, **origin}
<TAB>return final
"
Generate random Universally unique IDs	"import uuid
safeId = uuid.uuid4()
print(""safe unique id is "", safeId)
"
write a function to calculate BMI given height in meters and weights in kgs	"

def bmi(height, weight):
<TAB>return weight / (height * height)
"
37 function to add two tuple	"def add_tuple(tup1, tup2):
<TAB>return tup1 + tup2
"
write a Python3 code to demonstrate working of Extract dictionaries with values sum greater than K	"

test_list = [{""Gfg"": 4, ""is"": 8, ""best"": 9},
             {""Gfg"": 5, ""is"": 8, ""best"": 1},
             {""Gfg"": 3, ""is"": 7, ""best"": 6},
             {""Gfg"": 3, ""is"": 7, ""best"": 5}]


print(""The original list : "" + str(test_list))


K = 15


res = []
for sub in test_list:
<TAB>sum = 0
<TAB>for key in sub:
        sum += sub[key]
<TAB>if sum > K:
        res.append(sub)


print(""Dictionaries with summation greater than K : "" + str(res))
"
write a Python program to calculate volume of Torus	"

r = 3
R = 7


pi = 3.14159
Volume = (float)(2 * pi * pi * R * r * r)
print(""Volume: "", Volume)
"
Write a python program for print all elements with digit 7.	"
test_list = [56, 72, 875, 9, 173]

K = 7

res = [ele for ele in test_list if str(K) in str(ele)]

print(""Elements with digit K : "" + str(res))
"
Write a program that accepts a comma separated sequence of words as input and prints the words in a comma-separated sequence after sorting them alphabetically.	"items = [x for x in input().split(',')]
items.sort()
print(','.join(items))
"
write a python function to linearly search an array for a given number and return its index else return -1	"

def search(arr, n, x):
<TAB>for i in range(0, n):
        if (arr[i] == x):
            return i
<TAB>return -1
"
write a python program to check is all are alphanumeric	"print('ab'.isalpha())
"
30 write a python program  to extract domain name from Email address and print it	"

test_str = 'md.shakiluzzaman@gmail.com'

print(""The original string is : "" + str(test_str))
s = test_str.split('@')
print(s[1])
"
write a python function to sort the dictionary by values	"

def sort_dict_by_value(d, reverse=False):
<TAB>return dict(sorted(d.items(), key=lambda x: x[1], reverse=reverse))
"
Write a python program to remove 11 and 18 from a list. Print the final list.	"
list1 = [11, 5, 17, 18, 23, 50]

unwanted_num = {11, 18}

list1 = [ele for ele in list1 if ele not in unwanted_num]

print(""New list after removing unwanted numbers: "", list1)
"
Write a python program to Implement Bucket sort and print the sorted list for the below list	"

def bucket_sort(alist):
<TAB>largest = max(alist)
<TAB>length = len(alist)
<TAB>size = largest / length

<TAB>buckets = [[] for _ in range(length)]
<TAB>for i in range(length):
        j = int(alist[i] / size)
        if j != length:
            buckets[j].append(alist[i])
        else:
            buckets[length - 1].append(alist[i])

<TAB>for i in range(length):
        insertion_sort(buckets[i])

<TAB>result = []
<TAB>for i in range(length):
        result = result + buckets[i]

<TAB>return result


def insertion_sort(alist):
<TAB>for i in range(1, len(alist)):
        temp = alist[i]
        j = i - 1
        while (j >= 0 and temp < alist[j]):
            alist[j + 1] = alist[j]
            j = j - 1
        alist[j + 1] = temp


alist = [2, 3, 5, 6, 4, 5]
sorted_list = bucket_sort(alist)
print('Sorted list: ', end='')
print(sorted_list)
"
Write a Python program to print out the number of CPUs working behind the scenes using multiprocessing library	"import multiprocessing
print(multiprocessing.cpu_count())
"
write a program Creating a Dictionary  with dict() method	"Dict = dict({1: 'Geeks', 2: 'For', 3: 'Geeks'})
print(""\nDictionary with the use of dict(): "")
print(Dict)
"
Write a function that returns list of elements with n power to elements of list	"def n_power(l1: list, power: int) -> list:
<TAB>return [i**power for i in l1]
"
write a python function to get stock prices for a company from 2015 to 2020-12	"def get_stock_prices(tickerSymbol='TSLA'):
<TAB>import yfinance as yf

<TAB>
<TAB>tickerData = yf.Ticker(tickerSymbol)

<TAB>
<TAB>tickerDf = tickerData.history(
        period='1d', start='2015-1-1', end='2020-12-20')

<TAB>
<TAB>print(tickerDf)
"
write python code to print temperature in celsius to fahrenheit	"celsius = 37.5
fahrenheit = (celsius * 1.8) + 32
print('%0.1f degree Celsius is equal to %0.1f degree Fahrenheit' %
      (celsius, fahrenheit))
"
